RACE NUMBER,DISTANCE,TIEMPO,PARTIAL,PACE
8367,Half,1:27:02,0:04:29,"4,05"
8367,25K,1:43:14,0:20:41,"4,08"
8367,30K,2:03:49,0:20:35,"4,07"
8367,35K,2:24:47,0:20:58,"4,12"
8367,40K,2:45:28,0:20:41,"4,08"
8367,META,2:54:38,0:09:09,"4,10"
5771,5K,0:20:15,0:20:15,"0,00"
5771,10K,0:40:21,0:20:05,"4,01"
5771,15K,1:00:41,0:20:21,"4,04"
5771,20K,1:21:09,0:20:28,"4,06"
5771,Half,1:25:39,0:04:29,"4,05"
5771,25K,1:42:00,0:20:50,"4,10"
5771,30K,2:03:01,0:21:02,"4,12"
5771,35K,2:24:22,0:21:21,"4,16"
5771,40K,2:45:37,0:21:15,"4,15"
5771,META,2:54:52,0:09:14,"4,12"
5233,5K,0:21:10,0:21:10,"0,00"
5233,10K,0:42:06,0:20:56,"4,11"
5233,15K,1:02:50,0:20:44,"4,09"
5233,20K,1:23:14,0:20:24,"4,05"
5233,Half,1:27:43,0:04:29,"4,05"
5233,25K,1:43:45,0:20:31,"4,06"
5233,30K,2:04:03,0:20:18,"4,04"
5233,35K,2:24:44,0:20:40,"4,08"
5233,40K,2:45:41,0:20:57,"4,11"
5233,META,2:54:53,0:09:13,"4,12"
6664,5K,0:21:11,0:21:11,"0,00"
6664,10K,0:41:24,0:20:13,"4,03"
6664,15K,1:01:30,0:20:05,"4,01"
6664,20K,1:21:39,0:20:10,"4,02"
6664,Half,1:26:05,0:04:25,"4,02"
6664,25K,1:42:15,0:20:36,"4,07"
6664,30K,2:03:10,0:20:54,"4,11"
6664,35K,2:24:14,0:21:04,"4,13"
6664,40K,2:45:19,0:21:06,"4,13"
6664,META,2:54:26,0:09:06,"4,09"
5367,5K,0:20:38,0:20:38,"0,00"
5367,10K,0:40:57,0:20:19,"4,04"
5367,15K,1:01:11,0:20:14,"4,03"
5367,20K,1:21:23,0:20:12,"4,02"
5367,Half,1:25:46,0:04:23,"4,00"
5367,25K,1:41:43,0:20:20,"4,04"
5367,30K,2:02:20,0:20:37,"4,07"
5367,35K,2:24:01,0:21:40,"4,20"
5367,40K,2:45:47,0:21:47,"4,21"
5367,META,2:55:05,0:09:17,"4,14"
6034,5K,0:21:06,0:21:06,"0,00"
6034,10K,0:41:45,0:20:39,"4,08"
6034,15K,1:02:18,0:20:33,"4,07"
6034,20K,1:22:51,0:20:33,"4,07"
6034,Half,1:27:22,0:04:31,"4,07"
6034,25K,1:43:33,0:20:42,"4,08"
6034,30K,2:04:17,0:20:44,"4,09"
6034,35K,2:25:12,0:20:55,"4,11"
6034,40K,2:45:45,0:20:33,"4,07"
6034,META,2:54:22,0:08:36,"3,55"
5010,5K,0:19:58,0:19:58,"0,00"
5010,10K,0:39:56,0:19:58,"4,00"
5010,15K,1:00:01,0:20:04,"4,01"
5010,20K,1:20:05,0:20:05,"4,01"
5010,Half,1:24:29,0:04:24,"4,01"
5010,25K,1:40:23,0:20:18,"4,04"
5010,30K,2:00:40,0:20:16,"4,03"
5010,35K,2:22:08,0:21:28,"4,18"
5010,40K,2:45:09,0:23:02,"4,36"
5010,META,2:55:04,0:09:54,"4,31"
5385,5K,0:21:13,0:21:13,"0,00"
5385,10K,0:42:13,0:21:00,"4,12"
5385,15K,1:03:03,0:20:50,"4,10"
5385,20K,1:23:57,0:20:53,"4,11"
5385,Half,1:28:33,0:04:37,"4,13"
5385,25K,1:44:59,0:21:02,"4,12"
5385,30K,2:05:49,0:20:51,"4,10"
5385,35K,2:26:37,0:20:48,"4,10"
5385,40K,2:46:40,0:20:03,"4,01"
5385,META,2:55:06,0:08:25,"3,50"
10900,5K,0:20:53,0:20:53,"0,00"
10900,10K,0:41:25,0:20:31,"4,06"
10900,15K,1:01:45,0:20:21,"4,04"
10900,20K,1:22:01,0:20:15,"4,03"
10900,Half,1:26:26,0:04:26,"4,02"
10900,25K,1:42:21,0:20:20,"4,04"
10900,30K,2:02:45,0:20:25,"4,05"
10900,35K,2:23:53,0:21:07,"4,13"
10900,40K,2:45:27,0:21:34,"4,19"
10900,META,2:55:04,0:09:37,"4,23"
4995,5K,0:20:47,0:20:47,"0,00"
4995,10K,0:41:24,0:20:37,"4,07"
4995,15K,1:02:01,0:20:36,"4,07"
4995,20K,1:22:28,0:20:28,"4,06"
4995,Half,1:26:58,0:04:30,"4,06"
4995,25K,1:43:10,0:20:41,"4,08"
4995,30K,2:04:01,0:20:52,"4,10"
4995,35K,2:25:10,0:21:08,"4,14"
4995,40K,2:46:13,0:21:04,"4,13"
4995,META,2:55:08,0:08:54,"4,03"
5685,5K,0:20:31,0:20:31,"0,00"
5685,10K,0:40:45,0:20:14,"4,03"
5685,15K,1:01:15,0:20:31,"4,06"
5685,20K,1:21:42,0:20:27,"4,05"
5685,Half,1:26:13,0:04:31,"4,07"
5685,25K,1:42:28,0:20:46,"4,09"
5685,30K,2:03:18,0:20:50,"4,10"
5685,35K,2:24:53,0:21:35,"4,19"
5685,40K,2:46:04,0:21:11,"4,14"
5685,META,2:55:17,0:09:12,"4,11"
7624,5K,0:21:01,0:21:01,"0,00"
7624,10K,0:42:05,0:21:04,"4,13"
7624,15K,1:02:53,0:20:48,"4,10"
7624,20K,1:23:38,0:20:45,"4,09"
7624,Half,1:28:12,0:04:34,"4,10"
7624,25K,1:44:34,0:20:56,"4,11"
7624,30K,2:05:18,0:20:44,"4,09"
7624,35K,2:26:13,0:20:55,"4,11"
7624,40K,2:46:45,0:20:32,"4,06"
7624,META,2:55:34,0:08:49,"4,01"
6791,5K,0:20:03,0:20:03,"0,00"
6791,10K,0:40:02,0:19:59,"4,00"
6791,15K,1:00:08,0:20:06,"4,01"
6791,20K,1:20:12,0:20:03,"4,01"
6791,Half,1:24:35,0:04:23,"4,00"
6791,25K,1:40:32,0:20:20,"4,04"
6791,30K,2:02:00,0:21:29,"4,18"
6791,35K,2:24:17,0:22:17,"4,27"
6791,40K,2:46:09,0:21:51,"4,22"
6791,META,2:55:34,0:09:25,"4,17"
2119,5K,0:19:49,0:19:49,"0,00"
2119,10K,0:39:46,0:19:56,"3,59"
2119,15K,0:59:47,0:20:02,"4,00"
2119,20K,1:20:09,0:20:22,"4,04"
2119,Half,1:24:37,0:04:27,"4,03"
2119,25K,1:40:42,0:20:33,"4,07"
2119,30K,2:02:03,0:21:21,"4,16"
2119,35K,2:24:08,0:22:05,"4,25"
2119,40K,2:46:02,0:21:53,"4,23"
2119,META,2:55:46,0:09:44,"4,26"
10016,5K,0:21:05,0:21:05,"0,00"
10016,10K,0:41:05,0:20:00,"4,00"
10016,15K,1:01:08,0:20:03,"4,01"
10016,20K,1:21:04,0:19:55,"3,59"
10016,Half,1:25:27,0:04:24,"4,01"
10016,25K,1:41:21,0:20:18,"4,04"
10016,30K,2:02:06,0:20:44,"4,09"
10016,35K,2:23:30,0:21:25,"4,17"
10016,40K,2:44:56,0:21:25,"4,17"
10016,META,2:54:08,0:09:12,"4,11"
10636,5K,0:20:04,0:20:04,"0,00"
10636,10K,0:40:37,0:20:34,"4,07"
10636,15K,1:01:22,0:20:44,"4,09"
10636,20K,1:22:20,0:20:59,"4,12"
10636,Half,1:26:57,0:04:36,"4,12"
10636,25K,1:43:35,0:21:15,"4,15"
10636,30K,2:04:52,0:21:16,"4,15"
10636,35K,2:25:53,0:21:02,"4,12"
10636,40K,2:46:49,0:20:56,"4,11"
10636,META,2:55:51,0:09:01,"4,06"
7854,5K,0:21:14,0:21:14,"0,00"
7854,10K,0:42:14,0:21:00,"4,12"
7854,15K,1:02:58,0:20:44,"4,09"
7854,20K,1:23:34,0:20:36,"4,07"
7854,Half,1:28:04,0:04:30,"4,06"
7854,25K,1:44:20,0:20:46,"4,09"
7854,30K,2:05:08,0:20:48,"4,10"
7854,35K,2:26:09,0:21:01,"4,12"
7854,40K,2:46:51,0:20:42,"4,08"
7854,META,2:55:53,0:09:02,"4,07"
6200,5K,"","",""
6200,10K,0:40:48,"",""
6200,15K,1:01:24,0:20:37,"4,07"
6200,20K,1:21:58,0:20:33,"4,07"
6200,Half,1:26:30,0:04:33,"4,09"
6200,25K,1:42:46,0:20:49,"4,10"
6200,30K,2:03:43,0:20:57,"4,11"
6200,35K,2:25:12,0:21:29,"4,18"
6200,40K,2:46:29,0:21:16,"4,15"
6200,META,2:55:34,0:09:05,"4,08"
5961,5K,0:20:34,0:20:34,"0,00"
5961,10K,0:41:07,0:20:33,"4,07"
5961,15K,1:01:31,0:20:24,"4,05"
5961,20K,1:21:52,0:20:20,"4,04"
5961,Half,1:26:20,0:04:29,"4,05"
5961,25K,1:42:30,0:20:38,"4,08"
5961,30K,2:03:09,0:20:39,"4,08"
5961,35K,2:24:23,0:21:15,"4,15"
5961,40K,2:46:02,0:21:38,"4,20"
5961,META,2:55:48,0:09:46,"4,27"
5038,5K,0:20:49,0:20:49,"0,00"
5038,10K,0:41:35,0:20:47,"4,09"
5038,15K,1:02:12,0:20:37,"4,07"
5038,20K,1:22:46,0:20:34,"4,07"
5038,Half,1:27:17,0:04:31,"4,07"
5038,25K,1:43:31,0:20:44,"4,09"
5038,30K,2:04:12,0:20:42,"4,08"
5038,35K,2:25:16,0:21:04,"4,13"
5038,40K,2:46:40,0:21:24,"4,17"
5038,META,2:56:05,0:09:24,"4,17"
5107,5K,0:20:56,0:20:56,"0,00"
5107,10K,0:41:36,0:20:40,"4,08"
5107,15K,1:02:07,0:20:31,"4,06"
5107,20K,1:22:48,0:20:41,"4,08"
5107,Half,1:27:22,0:04:34,"4,10"
5107,25K,1:43:26,0:20:37,"4,07"
5107,30K,2:04:02,0:20:37,"4,07"
5107,35K,2:25:03,0:21:01,"4,12"
5107,40K,2:46:20,0:21:17,"4,15"
5107,META,2:55:41,0:09:20,"4,15"
2598,5K,0:21:12,0:21:12,"0,00"
2598,10K,0:42:10,0:20:58,"4,12"
2598,15K,1:03:08,0:20:58,"4,12"
2598,20K,1:24:03,0:20:55,"4,11"
2598,Half,1:28:38,0:04:35,"4,11"
2598,25K,1:45:00,0:20:57,"4,11"
2598,30K,2:05:47,0:20:47,"4,09"
2598,35K,2:26:43,0:20:56,"4,11"
2598,40K,2:47:06,0:20:23,"4,05"
2598,META,2:55:41,0:08:35,"3,55"
8074,5K,0:20:30,0:20:30,"0,00"
8074,10K,0:41:02,0:20:32,"4,06"
8074,15K,1:01:27,0:20:25,"4,05"
8074,20K,1:21:52,0:20:25,"4,05"
8074,Half,1:26:22,0:04:30,"4,06"
8074,25K,1:42:44,0:20:52,"4,10"
8074,30K,2:03:49,0:21:05,"4,13"
8074,35K,2:25:24,0:21:35,"4,19"
8074,40K,2:47:02,0:21:38,"4,20"
8074,META,2:56:19,0:09:17,"4,14"
6670,5K,0:20:58,0:20:58,"0,00"
6670,10K,0:42:00,0:21:03,"4,13"
6670,15K,1:02:42,0:20:42,"4,08"
6670,20K,1:23:17,0:20:35,"4,07"
6670,Half,1:27:52,0:04:35,"4,11"
6670,25K,1:44:18,0:21:01,"4,12"
6670,30K,2:05:11,0:20:53,"4,11"
6670,35K,2:26:16,0:21:05,"4,13"
6670,40K,2:47:11,0:20:55,"4,11"
6670,META,2:56:12,0:09:00,"4,06"
5009,5K,0:21:13,0:21:13,"0,00"
5009,10K,0:42:06,0:20:54,"4,11"
5009,15K,1:02:56,0:20:49,"4,10"
5009,20K,1:23:37,0:20:42,"4,08"
5009,Half,1:28:12,0:04:34,"4,10"
5009,25K,1:44:35,0:20:58,"4,12"
5009,30K,2:05:32,0:20:56,"4,11"
5009,35K,2:26:36,0:21:05,"4,13"
5009,40K,2:47:18,0:20:42,"4,08"
5009,META,2:56:02,0:08:44,"3,59"
4862,5K,0:21:07,0:21:07,"0,00"
4862,10K,0:41:54,0:20:48,"4,10"
4862,15K,1:02:33,0:20:38,"4,08"
4862,20K,1:23:09,0:20:37,"4,07"
4862,Half,1:27:44,0:04:35,"4,11"
4862,25K,1:44:08,0:20:59,"4,12"
4862,30K,2:05:05,0:20:56,"4,11"
4862,35K,2:26:12,0:21:07,"4,13"
4862,40K,2:47:07,0:20:56,"4,11"
4862,META,2:56:04,0:08:57,"4,05"
5818,5K,0:20:50,0:20:50,"0,00"
5818,10K,0:41:42,0:20:52,"4,10"
5818,15K,1:02:33,0:20:51,"4,10"
5818,20K,1:23:25,0:20:52,"4,10"
5818,Half,1:28:02,0:04:37,"4,13"
5818,25K,1:44:29,0:21:04,"4,13"
5818,30K,2:05:27,0:20:58,"4,12"
5818,35K,2:26:25,0:20:58,"4,12"
5818,40K,2:47:22,0:20:57,"4,11"
5818,META,2:56:01,0:08:39,"3,56"
6315,5K,0:21:31,0:21:31,"0,00"
6315,10K,0:42:17,0:20:46,"4,09"
6315,15K,1:03:01,0:20:43,"4,09"
6315,20K,1:23:33,0:20:33,"4,07"
6315,Half,1:28:04,0:04:31,"4,07"
6315,25K,1:44:12,0:20:39,"4,08"
6315,30K,2:04:55,0:20:42,"4,08"
6315,35K,2:25:50,0:20:56,"4,11"
6315,40K,2:46:55,0:21:04,"4,13"
6315,META,2:56:17,0:09:22,"4,16"
6103,5K,0:20:56,0:20:56,"0,00"
6103,10K,0:41:30,0:20:34,"4,07"
6103,15K,1:01:58,0:20:28,"4,06"
6103,20K,1:22:32,0:20:33,"4,07"
6103,Half,1:27:03,0:04:32,"4,08"
6103,25K,1:43:16,0:20:45,"4,09"
6103,30K,2:04:04,0:20:48,"4,10"
6103,35K,2:25:22,0:21:18,"4,16"
6103,40K,2:46:45,0:21:23,"4,17"
6103,META,2:56:03,0:09:18,"4,14"
4843,5K,0:21:16,0:21:16,"0,00"
4843,10K,0:42:11,0:20:56,"4,11"
4843,15K,1:03:08,0:20:57,"4,11"
4843,20K,1:23:51,0:20:42,"4,08"
4843,Half,1:28:24,0:04:33,"4,09"
4843,25K,1:44:40,0:20:50,"4,10"
4843,30K,2:05:26,0:20:46,"4,09"
4843,35K,2:26:30,0:21:04,"4,13"
4843,40K,2:47:30,0:21:00,"4,12"
4843,META,2:56:24,0:08:53,"4,03"
6744,5K,0:21:25,0:21:25,"0,00"
6744,10K,0:42:21,0:20:56,"4,11"
6744,15K,1:03:27,0:21:07,"4,13"
6744,20K,1:24:00,0:20:33,"4,07"
6744,Half,1:28:25,0:04:25,"4,02"
6744,25K,1:44:36,0:20:36,"4,07"
6744,30K,2:05:15,0:20:39,"4,08"
6744,35K,2:26:15,0:21:00,"4,12"
6744,40K,2:47:10,0:20:55,"4,11"
6744,META,2:56:00,0:08:49,"4,01"
6463,5K,0:20:48,0:20:48,"0,00"
6463,10K,0:41:46,0:20:57,"4,11"
6463,15K,1:02:30,0:20:45,"4,09"
6463,20K,1:23:16,0:20:46,"4,09"
6463,Half,1:27:48,0:04:32,"4,08"
6463,25K,1:44:08,0:20:51,"4,10"
6463,30K,2:04:57,0:20:49,"4,10"
6463,35K,2:26:06,0:21:10,"4,14"
6463,40K,2:47:17,0:21:10,"4,14"
6463,META,2:56:39,0:09:21,"4,16"
10385,5K,0:21:39,0:21:39,"0,00"
10385,10K,0:42:54,0:21:14,"4,15"
10385,15K,1:04:04,0:21:10,"4,14"
10385,20K,1:25:13,0:21:10,"4,14"
10385,Half,1:29:50,0:04:36,"4,12"
10385,25K,1:46:29,0:21:16,"4,15"
10385,30K,2:07:26,0:20:57,"4,11"
10385,35K,2:27:53,0:20:27,"4,05"
10385,40K,2:47:23,0:19:30,"3,54"
10385,META,2:55:58,0:08:35,"3,55"
4873,5K,0:21:17,0:21:17,"0,00"
4873,10K,0:42:24,0:21:07,"4,13"
4873,15K,1:03:22,0:20:58,"4,12"
4873,20K,1:24:27,0:21:04,"4,13"
4873,Half,1:29:07,0:04:40,"4,15"
4873,25K,1:45:45,0:21:18,"4,16"
4873,30K,2:06:33,0:20:48,"4,10"
4873,35K,2:27:35,0:21:03,"4,13"
4873,40K,2:47:50,0:20:15,"4,03"
4873,META,2:56:33,0:08:42,"3,58"
5176,5K,0:21:22,0:21:22,"0,00"
5176,10K,0:42:17,0:20:56,"4,11"
5176,15K,1:03:09,0:20:52,"4,10"
5176,20K,1:23:45,0:20:36,"4,07"
5176,Half,1:28:17,0:04:32,"4,08"
5176,25K,1:44:31,0:20:46,"4,09"
5176,30K,2:05:18,0:20:47,"4,09"
5176,35K,2:26:21,0:21:03,"4,13"
5176,40K,2:47:16,0:20:55,"4,11"
5176,META,2:56:26,0:09:10,"4,11"
7468,5K,0:21:13,0:21:13,"0,00"
7468,10K,0:42:07,0:20:54,"4,11"
7468,15K,1:02:48,0:20:41,"4,08"
7468,20K,1:23:38,0:20:50,"4,10"
7468,Half,1:28:13,0:04:35,"4,11"
7468,25K,1:44:40,0:21:02,"4,12"
7468,30K,2:05:28,0:20:48,"4,10"
7468,35K,2:26:26,0:20:58,"4,12"
7468,40K,2:47:05,0:20:39,"4,08"
7468,META,2:56:10,0:09:04,"4,08"
1219,5K,0:20:57,0:20:57,"0,00"
1219,10K,0:42:00,0:21:03,"4,13"
1219,15K,1:02:52,0:20:52,"4,10"
1219,20K,1:23:43,0:20:51,"4,10"
1219,Half,1:28:20,0:04:37,"4,13"
1219,25K,1:44:44,0:21:01,"4,12"
1219,30K,2:05:48,0:21:04,"4,13"
1219,35K,2:26:54,0:21:06,"4,13"
1219,40K,2:47:55,0:21:01,"4,12"
1219,META,2:56:56,0:09:01,"4,06"
10204,5K,0:21:00,0:21:00,"0,00"
10204,10K,0:41:50,0:20:50,"4,10"
10204,15K,1:02:44,0:20:53,"4,11"
10204,20K,1:23:28,0:20:45,"4,09"
10204,Half,1:28:03,0:04:35,"4,11"
10204,25K,1:44:25,0:20:56,"4,11"
10204,30K,2:05:26,0:21:02,"4,12"
10204,35K,2:26:41,0:21:15,"4,15"
10204,40K,2:47:32,0:20:50,"4,10"
10204,META,2:56:22,0:08:50,"4,01"
7462,5K,0:21:08,0:21:08,"0,00"
7462,10K,0:42:06,0:20:58,"4,12"
7462,15K,1:02:56,0:20:50,"4,10"
7462,20K,1:23:39,0:20:43,"4,09"
7462,Half,1:28:14,0:04:35,"4,11"
7462,25K,1:44:36,0:20:57,"4,11"
7462,30K,2:05:34,0:20:58,"4,12"
7462,35K,2:26:58,0:21:24,"4,17"
7462,40K,2:47:59,0:21:01,"4,12"
7462,META,2:56:54,0:08:54,"4,03"
8890,5K,0:21:25,0:21:25,"0,00"
8890,10K,0:42:07,0:20:42,"4,08"
8890,15K,1:02:42,0:20:35,"4,07"
8890,20K,1:23:21,0:20:39,"4,08"
8890,Half,1:27:57,0:04:36,"4,12"
8890,25K,1:44:24,0:21:04,"4,13"
8890,30K,2:05:29,0:21:04,"4,13"
8890,35K,2:26:48,0:21:19,"4,16"
8890,40K,2:47:35,0:20:47,"4,09"
8890,META,2:56:39,0:09:03,"4,07"
20473,5K,0:21:20,0:21:20,"0,00"
20473,10K,0:42:00,0:20:39,"4,08"
20473,15K,1:02:41,0:20:42,"4,08"
20473,20K,1:23:23,0:20:42,"4,08"
20473,Half,1:27:55,0:04:32,"4,08"
20473,25K,1:44:02,0:20:38,"4,08"
20473,30K,2:04:47,0:20:46,"4,09"
20473,35K,2:25:59,0:21:11,"4,14"
20473,40K,2:47:22,0:21:24,"4,17"
20473,META,2:56:38,0:09:15,"4,13"
5560,5K,0:20:57,0:20:57,"0,00"
5560,10K,0:41:48,0:20:50,"4,10"
5560,15K,1:02:33,0:20:45,"4,09"
5560,20K,1:23:15,0:20:43,"4,09"
5560,Half,1:27:54,0:04:39,"4,14"
5560,25K,1:44:21,0:21:06,"4,13"
5560,30K,2:05:24,0:21:02,"4,12"
5560,35K,2:26:32,0:21:08,"4,14"
5560,40K,2:47:43,0:21:11,"4,14"
5560,META,2:56:51,0:09:08,"4,10"
4610,5K,0:21:16,0:21:16,"0,00"
4610,10K,0:42:25,0:21:08,"4,14"
4610,15K,1:03:25,0:21:01,"4,12"
4610,20K,1:24:28,0:21:02,"4,12"
4610,Half,1:29:04,0:04:36,"4,12"
4610,25K,1:45:32,0:21:05,"4,13"
4610,30K,2:06:27,0:20:55,"4,11"
4610,35K,2:27:25,0:20:57,"4,11"
4610,40K,2:48:06,0:20:41,"4,08"
4610,META,2:57:06,0:09:00,"4,06"
6063,5K,0:21:22,0:21:22,"0,00"
6063,10K,0:42:02,0:20:40,"4,08"
6063,15K,1:02:36,0:20:35,"4,07"
6063,20K,1:23:09,0:20:33,"4,07"
6063,Half,1:27:43,0:04:34,"4,10"
6063,25K,1:44:07,0:20:58,"4,12"
6063,30K,2:05:10,0:21:03,"4,13"
6063,35K,2:26:43,0:21:32,"4,18"
6063,40K,2:47:53,0:21:11,"4,14"
6063,META,2:56:40,0:08:46,"4,00"
8233,5K,0:21:20,0:21:20,"0,00"
8233,10K,0:42:13,0:20:53,"4,11"
8233,15K,1:03:04,0:20:51,"4,10"
8233,20K,1:24:00,0:20:56,"4,11"
8233,Half,1:28:37,0:04:37,"4,13"
8233,25K,1:45:03,0:21:03,"4,13"
8233,30K,2:06:06,0:21:03,"4,13"
8233,35K,2:27:16,0:21:10,"4,14"
8233,40K,2:48:11,0:20:55,"4,11"
8233,META,2:57:07,0:08:56,"4,04"
8222,5K,0:20:24,0:20:24,"0,00"
8222,10K,0:40:53,0:20:29,"4,06"
8222,15K,1:01:40,0:20:47,"4,09"
8222,20K,1:22:46,0:21:06,"4,13"
8222,Half,1:27:24,0:04:39,"4,14"
8222,25K,1:44:12,0:21:26,"4,17"
8222,30K,2:05:36,0:21:24,"4,17"
8222,35K,2:27:01,0:21:25,"4,17"
8222,40K,2:48:01,0:21:00,"4,12"
8222,META,2:57:10,0:09:09,"4,10"
6600,5K,0:20:27,0:20:27,"0,00"
6600,10K,0:40:48,0:20:20,"4,04"
6600,15K,1:01:09,0:20:22,"4,04"
6600,20K,1:21:23,0:20:14,"4,03"
6600,Half,1:25:53,0:04:29,"4,05"
6600,25K,1:42:05,0:20:42,"4,08"
6600,30K,2:03:07,0:21:02,"4,12"
6600,35K,2:25:03,0:21:56,"4,23"
6600,40K,2:47:38,0:22:35,"4,31"
6600,META,2:57:14,0:09:36,"4,22"
8544,5K,0:20:49,0:20:49,"0,00"
8544,10K,0:41:45,0:20:56,"4,11"
8544,15K,1:02:39,0:20:54,"4,11"
8544,20K,1:23:19,0:20:40,"4,08"
8544,Half,1:27:56,0:04:37,"4,13"
8544,25K,1:44:29,0:21:10,"4,14"
8544,30K,2:05:42,0:21:13,"4,15"
8544,35K,2:27:01,0:21:19,"4,16"
8544,40K,2:48:11,0:21:10,"4,14"
8544,META,2:57:19,0:09:07,"4,09"
6313,5K,0:20:51,0:20:51,"0,00"
6313,10K,0:41:30,0:20:38,"4,08"
6313,15K,1:02:15,0:20:45,"4,09"
6313,20K,1:22:49,0:20:35,"4,07"
6313,Half,1:27:22,0:04:33,"4,09"
6313,25K,1:43:22,0:20:32,"4,06"
6313,30K,2:03:55,0:20:34,"4,07"
6313,35K,2:25:26,0:21:31,"4,18"
6313,40K,2:47:31,0:22:05,"4,25"
6313,META,2:57:07,0:09:35,"4,22"
5144,5K,0:20:27,0:20:27,"0,00"
5144,10K,0:40:49,0:20:22,"4,04"
5144,15K,1:01:17,0:20:28,"4,06"
5144,20K,1:21:44,0:20:27,"4,05"
5144,Half,1:26:16,0:04:31,"4,07"
5144,25K,1:42:27,0:20:42,"4,08"
5144,30K,2:03:30,0:21:04,"4,13"
5144,35K,2:25:28,0:21:57,"4,23"
5144,40K,2:47:29,0:22:02,"4,24"
5144,META,2:57:03,0:09:32,"4,21"
6780,5K,0:21:40,0:21:40,"0,00"
6780,10K,0:42:47,0:21:07,"4,13"
6780,15K,1:03:57,0:21:10,"4,14"
6780,20K,1:25:05,0:21:08,"4,14"
6780,Half,1:29:45,0:04:39,"4,14"
6780,25K,1:46:17,0:21:12,"4,14"
6780,30K,2:07:28,0:21:11,"4,14"
6780,35K,2:28:17,0:20:49,"4,10"
6780,40K,2:48:43,0:20:26,"4,05"
6780,META,2:57:11,0:08:27,"3,51"
4642,5K,0:21:14,0:21:14,"0,00"
4642,10K,0:42:21,0:21:07,"4,13"
4642,15K,1:03:31,0:21:10,"4,14"
4642,20K,1:24:46,0:21:14,"4,15"
4642,Half,1:29:25,0:04:40,"4,15"
4642,25K,1:46:00,0:21:14,"4,15"
4642,30K,2:07:12,0:21:13,"4,15"
4642,35K,2:28:25,0:21:13,"4,15"
4642,40K,2:48:44,0:20:19,"4,04"
4642,META,2:57:01,0:08:16,"3,46"
12322,5K,0:20:51,0:20:51,"0,00"
12322,10K,0:42:00,0:21:09,"4,14"
12322,15K,1:03:05,0:21:05,"4,13"
12322,20K,1:24:09,0:21:05,"4,13"
12322,Half,1:28:52,0:04:43,"4,18"
12322,25K,1:45:26,0:21:17,"4,15"
12322,30K,2:06:31,0:21:05,"4,13"
12322,35K,2:27:54,0:21:22,"4,16"
12322,40K,2:48:38,0:20:45,"4,09"
12322,META,2:57:32,0:08:53,"4,03"
7719,5K,0:21:15,0:21:15,"0,00"
7719,10K,0:41:55,0:20:40,"4,08"
7719,15K,1:02:46,0:20:51,"4,10"
7719,20K,1:23:53,0:21:07,"4,13"
7719,Half,1:28:26,0:04:33,"4,09"
7719,25K,1:44:48,0:20:55,"4,11"
7719,30K,2:05:47,0:20:59,"4,12"
7719,35K,2:27:10,0:21:23,"4,17"
7719,40K,2:48:15,0:21:05,"4,13"
7719,META,2:57:20,0:09:04,"4,08"
8839,5K,0:21:01,0:21:01,"0,00"
8839,10K,0:42:04,0:21:03,"4,13"
8839,15K,1:02:57,0:20:53,"4,11"
8839,20K,1:23:46,0:20:49,"4,10"
8839,Half,1:28:24,0:04:38,"4,13"
8839,25K,1:44:49,0:21:03,"4,13"
8839,30K,2:05:53,0:21:04,"4,13"
8839,35K,2:27:19,0:21:26,"4,17"
8839,40K,2:48:41,0:21:22,"4,16"
8839,META,2:57:40,0:08:59,"4,06"
8271,5K,0:21:34,0:21:34,"0,00"
8271,10K,0:42:51,0:21:17,"4,15"
8271,15K,1:04:06,0:21:15,"4,15"
8271,20K,1:25:20,0:21:15,"4,15"
8271,Half,1:30:01,0:04:40,"4,15"
8271,25K,1:46:46,0:21:25,"4,17"
8271,30K,2:07:51,0:21:05,"4,13"
8271,35K,2:28:39,0:20:48,"4,10"
8271,40K,2:48:54,0:20:15,"4,03"
8271,META,2:57:33,0:08:38,"3,56"
3363,5K,0:20:24,0:20:24,"0,00"
3363,10K,0:40:56,0:20:31,"4,06"
3363,15K,1:01:30,0:20:34,"4,07"
3363,20K,1:22:04,0:20:35,"4,07"
3363,Half,1:26:38,0:04:34,"4,10"
3363,25K,1:43:04,0:20:59,"4,12"
3363,30K,2:04:16,0:21:12,"4,14"
3363,35K,2:26:05,0:21:49,"4,22"
3363,40K,2:47:39,0:21:34,"4,19"
3363,META,2:57:11,0:09:32,"4,21"
5199,5K,0:20:59,0:20:59,"0,00"
5199,10K,0:41:49,0:20:50,"4,10"
5199,15K,1:02:44,0:20:55,"4,11"
5199,20K,1:23:36,0:20:51,"4,10"
5199,Half,1:28:09,0:04:34,"4,10"
5199,25K,1:44:35,0:21:00,"4,12"
5199,30K,2:05:50,0:21:15,"4,15"
5199,35K,2:26:56,0:21:05,"4,13"
5199,40K,2:47:57,0:21:02,"4,12"
5199,META,2:56:50,0:08:52,"4,02"
6275,5K,0:21:21,0:21:21,"0,00"
6275,10K,0:42:42,0:21:21,"4,16"
6275,15K,1:03:41,0:20:59,"4,12"
6275,20K,1:24:43,0:21:02,"4,12"
6275,Half,1:29:20,0:04:36,"4,12"
6275,25K,1:45:47,0:21:04,"4,13"
6275,30K,2:06:42,0:20:54,"4,11"
6275,35K,2:27:38,0:20:57,"4,11"
6275,40K,2:48:34,0:20:56,"4,11"
